"Cluster","Organization","ProjectCode","MONTH","Objective","Priority","Activity","Indicator","Accumulative","Country","Admin1","AnnualTarget","Achieved"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Centre-Nord","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Centre-Sud","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Est","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Hauts-Bassins","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Nord","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Centre","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Centre-Nord","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Centre-Sud","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Est","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Hauts-Bassins","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","March","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Nord","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Centre","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Centre-Nord","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Centre-Sud","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Est","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Hauts-Bassins","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect and rehabilitate / strengthen livelihoods of food insecure households through the distribution of agricultural inputs for irrigated crops (excluding off season gardening)","number of households receiving assistance in agriculture for irrigated crops","NO","Burkina Faso","Nord","500","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Centre","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Centre-Nord","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Centre-Sud","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Est","100","0.00"
"Food Security","Union des Femmes Rurales Ouest Africaines et du Tchad","BFA-14/ER/65719","April","OBJECTIVE 2","Priority 4: Food insecurity","Protect livelihoods of food insecure households through the technical capacity building to improve production (pastoral Schools / Farmer field schools ... )","number of people who have increased their technical knowledge in order to improve production","NO","Burkina Faso","Hauts-Bassins","100","0.00"
